alt,rich_IA,rich_IA2,rich_sim_IA,rich_sim_IA2,lower_IA,upper_IA,MinT,MaxT,rain,MeanT,light,prov
8,2258,3.353723938,1995.88,3.300134426,1940.975,2053,10.24,32.49,91.42,20.28,208.99,gansu
9,1347,3.129367596,1790.562,3.252989363,1731,1852,5.58,27.58,53.63,15.27,162.27,gansu
10,543,2.73479983,1200.0555,3.079201332,1141,1256,-2.54,23.33,32.93,8.66,165.01,gansu
1,374,2.572871602,968.584,2.986137291,919,1020,5.01,26.29,86.94,14.6,129.38,guangdong
2,482,2.683047038,1332.6906,3.124729334,1274,1391,5.99,27.46,51.63,15.5,100.42,guangdong
3,1000,3,1513.7704,3.180060009,1457,1574,10.04,28.47,132.76,18.47,81.46,guangdong
4,1883,3.27485032,1568.873,3.195587789,1511.975,1627,13.11,31.28,174.64,22.2,108.86,guangdong
5,2379,3.376394442,1598.9802,3.203843086,1544,1654,19.24,33.89,337.87,26.01,134.61,guangdong
6,2367,3.374198258,1609.589,3.206714995,1557,1663,22.95,35.24,332.02,28.38,171.81,guangdong
7,2157,3.333850145,1609.6672,3.206736095,1554,1665,24.02,37.01,236.2,29.01,201.13,guangdong
8,2039,3.309417226,1598.9228,3.203827495,1544,1655,23.49,36.62,306.82,28.58,182.64,guangdong
9,1706,3.231979027,1568.5544,3.195499585,1511.975,1625,21.63,35.73,158.09,27.63,182.28,guangdong
10,1348,3.129689892,1512.8092,3.179784157,1456,1574,16.64,33.3,82.97,24.44,177.2,guangdong
11,893,2.950851459,1331.6022,3.124374504,1274.975,1389,11.79,30.48,49.65,20.7,149.25,guangdong
12,554,2.743509765,967.957,2.985856065,916,1020,6.18,26.93,36.36,15.95,134.29,guangdong
1,476,2.677606953,1191.5444,3.07611023,1134.975,1251,5.01,26.29,86.94,14.6,130.31,guangxi
2,589,2.770115295,1662.122,3.220662898,1596,1730,5.99,27.46,51.63,15.5,100.42,guangxi
3,1135,3.054995862,1860.0142,3.26951626,1793,1928,10.04,28.47,132.76,18.47,81.46,guangxi
4,2402,3.380573003,1907.0428,3.28036044,1840,1974,13.11,31.28,174.64,22.2,108.86,guangxi
5,3136,3.496376054,1928.9304,3.285316558,1863,1994,19.24,33.89,337.87,26.01,134.61,guangxi
6,2980,3.474216264,1940.1856,3.287843277,1878,2003,22.95,35.24,332.02,28.38,171.81,guangxi
7,2659,3.424718337,1940.0198,3.287806162,1877,2003,24.02,37.01,236.2,29.01,201.13,guangxi
8,2404,3.380934463,1929.0274,3.285338396,1864,1994,23.49,36.62,306.82,28.58,182.64,guangxi
9,1972,3.294906911,1906.3604,3.280205008,1841,1973,21.63,35.73,158.09,27.63,182.28,guangxi
10,1561,3.193402903,1859.806,3.269467644,1792,1930,16.64,33.3,82.97,24.44,177.2,guangxi
11,1018,3.007747778,1663.3482,3.220983173,1595,1732,11.79,30.48,49.65,20.7,149.25,guangxi
12,649,2.812244697,1192.5988,3.076494368,1133,1252.025,6.18,26.93,36.36,15.95,134.29,guangxi
1,323,2.509202522,589.5872,2.770548046,550,629,10.47,27.51,42.21,19.33,133.21,hainan
2,407,2.609594409,791.1758,2.898272995,746,835,12.24,30.4,17.94,20.17,130.11,hainan
3,683,2.834420704,906.2036,2.957225783,862,952,16.9,32.51,33.31,23.64,171.09,hainan
4,1116,3.047664195,951.879,2.978581746,908,996,18.73,34.93,84.88,26.05,199.37,hainan
5,1282,3.107888025,970.9194,2.987183179,929,1015,23.45,35.9,165.83,28.86,247.91,hainan
6,1278,3.106530854,993.4362,2.997139981,953,1034,24.61,36.32,175.1,29.87,248.96,hainan
7,1212,3.08350262,993.7944,2.997296545,953,1036,24.21,36.06,224.57,29.18,227.89,hainan
8,1156,3.062957834,970.9042,2.98717638,928,1013,23.84,35.34,325.44,28.74,206.41,hainan
9,1002,3.000867722,951.8756,2.978580194,908,995,23.78,34.66,212.34,28.28,197.98,hainan
10,862,2.935507266,906.1092,2.95718054,862,952.025,20.62,33.02,261.82,26.21,173.76,hainan
11,644,2.808885867,790.7004,2.898011958,746,836,17.42,30.85,90.51,24.13,142.68,hainan
12,441,2.644438589,589.415,2.770421184,551,630,12.65,28.42,31.21,20.62,110.04,hainan
4,352,2.546542663,617.5705,2.790686543,577,661.025,0.53,31.22,26.18,14.24,256.64,hebei
5,843,2.925827575,927.4545,2.967292613,883.975,973,7.52,35.13,30.89,20.52,286.17,hebei
6,1264,3.101747074,1061.5915,3.025957433,1022,1100,13.45,36.58,63.47,24.6,238.2,hebei
7,1481,3.170555059,1080.685,3.033699123,1046,1118.025,17.57,36.98,145.54,26.33,188,hebei
8,1264,3.101747074,1062.9545,3.026514675,1023,1106,15.47,34.83,153.11,25.15,202.84,hebei
9,797,2.901458321,928.7435,2.967895787,886,969,8.21,31.98,51,20.48,218.29,hebei
10,297,2.472756449,619.0005,2.791691,580,659,-0.67,26.7,27.11,12.43,198.05,hebei
4,171,2.23299611,374.593,2.573559657,344,409,-8.14,24.82,21.27,6.55,237.15,heilongjiang
5,479,2.680335513,561.309,2.749202006,528.975,595.025,0.55,31.25,67.03,14.08,226.1,heilongjiang
6,780,2.892094603,641.767,2.807377382,609,672,7.74,32.4,118.5,18.83,229.46,heilongjiang
7,912,2.959994838,658.881,2.818806984,630,687,12.04,33.26,117.66,22.85,249.64,heilongjiang
8,798,2.902002891,641.037,2.806883097,609,673,9.68,31.19,158.91,20.35,197.93,heilongjiang
9,500,2.698970004,560.992,2.748956668,528,594,0.59,26.98,82.28,14.51,215.05,heilongjiang
10,173,2.238046103,374.421,2.573360199,343.975,408.05,-8.07,22.22,30.25,4.94,203.65,heilongjiang
3,269,2.42975228,676.6695,2.830376602,633,720,-0.42,26.67,28.62,11.51,157.69,henan
4,879,2.943988875,985.9745,2.993865683,936.975,1033.025,4.12,32.06,55.55,16.89,180.38,henan
5,1497,3.1752218,1125.6685,3.051410513,1077,1174,11.17,34.88,77.44,22.24,191.4,henan
6,1665,3.221414238,1161.7895,3.065127447,1117,1208,16.58,37.55,137.06,26.22,163.31,henan
7,1657,3.219322508,1159.0375,3.064097488,1116,1206,19.83,37.95,176.34,27.74,164.04,henan
8,1422,3.152899596,1161.143,3.064885708,1115,1211,18,36.51,123.19,27.1,169.02,henan
9,971,2.98721923,1125.977,3.051529519,1075.975,1173.025,13.58,34.09,60.79,22.78,141.81,henan
10,516,2.712649702,987.405,2.994495322,940,1036,6.07,29.31,78.39,16.08,120.03,henan
11,185,2.267171728,677.3355,2.830803838,633.975,722,-2.3,23.68,37.65,9.57,103.54,henan
3,436,2.639486489,830.522,2.919351141,781,880.025,1.97,26.52,77.03,12.14,117.33,hubei
4,1343,3.128076013,1221.012,3.086719932,1165.975,1275,6.35,31.63,110.91,17.32,144.72,hubei
5,1986,3.297979244,1341.417,3.127563806,1285,1397,12.32,33.45,145.51,21.42,140.43,hubei
6,1969,3.294245716,1340.6955,3.127330152,1288,1393,16.87,35.7,206.96,24.93,124.07,hubei
7,1789,3.252610341,1329.084,3.12355243,1277.975,1380,20.47,37.22,238.79,27.46,194.13,hubei
8,1499,3.175801633,1342.0995,3.127784715,1290.975,1394,19.8,37.5,102.25,28.04,208.21,hubei
9,1004,3.001733713,1342.3445,3.127863988,1289,1396.025,15.5,34.56,99.27,23.23,118,hubei
10,539,2.731588765,1220.8495,3.08666213,1168.975,1277,8.9,29.56,106.56,17.29,104.2,hubei
11,233,2.367355921,829.976,2.919065534,783,880.025,1.68,24.05,60.1,11.65,80.88,hubei
2,219,2.340444115,793.4545,2.899522028,743,843,-1.13,24.43,75.67,8.31,78.04,hunan
3,628,2.797959644,1138.4825,3.056326359,1083,1193.025,3.34,28.57,148.03,12.84,79.38,hunan
4,1571,3.196176185,1278.7135,3.10677325,1227,1334,7.61,31.61,142.76,18.11,107.38,hunan
5,2146,3.331629718,1304.776,3.11553596,1252,1358,13.46,33.46,198.6,22.19,118.43,hunan
6,2111,3.324488233,1314.8975,3.1188919,1261,1367.025,17.99,35.11,223.19,25.65,122.01,hunan
7,1880,3.274157849,1325.9755,3.1225355,1275,1376,21.23,37.62,188.45,28.2,185.62,hunan
8,1616,3.208441356,1313.5355,3.118441815,1262,1366,20.79,37.52,120.58,28.41,209.52,hunan
9,1241,3.093771781,1304.316,3.115382822,1252,1358,16.68,35.7,97.74,24.32,127.41,hunan
10,840,2.924279286,1277.743,3.10644351,1222.975,1332.025,9.76,31.47,79.99,18.34,104.23,hunan
11,480,2.681241237,1137.836,3.05607967,1081,1194.025,2.99,26.85,87.96,12.92,81.15,hunan
12,251,2.399673721,793.27,2.89942103,745,843,-0.94,18.67,56.2,7.67,76.93,hunan
3,207,2.315970345,379.954,2.579731021,348,411,-1.48,24.92,44.33,10.27,183.54,jiangsu
4,572,2.757396029,551.106,2.741235139,515.975,587,3.83,30.03,56.67,15.78,212.42,jiangsu
5,816,2.911690159,635.2485,2.802943648,601,671,10.93,33.61,78.23,21.03,201.9,jiangsu
6,854,2.931457871,668.4575,2.8250738,636,701,16.45,35.59,182.97,24.85,175.8,jiangsu
7,843,2.925827575,673.312,2.828216355,642,704.025,20.76,36.85,230.78,27.64,177.02,jiangsu
8,771,2.887054378,669.208,2.825561124,636.975,701,19.71,36.08,173.1,27.93,205.51,jiangsu
9,586,2.767897616,634.7225,2.802583894,600,671,14.52,32.35,82.96,23.35,174.14,jiangsu
10,346,2.539076099,550.863,2.741043603,515,588,5.45,28.01,75.63,16.89,154.06,jiangsu
11,148,2.170261715,380.1285,2.579930432,347,413,-1.9,23.7,57.74,10.85,135.56,jiangsu
3,506,2.704150517,770.0975,2.886545714,723,815,4.52,28.49,216.48,13.98,84.8,jiangxi
4,1318,3.11991541,1105.227,3.043451486,1051,1159,8.65,32.01,185.75,19.48,128.36,jiangxi
5,1852,3.267640982,1239.166,3.093129489,1188,1289.025,15.59,34.65,246.13,24.18,129.77,jiangxi
6,1828,3.261976191,1273.462,3.10498599,1222,1324,19.69,36.09,334.17,26.98,133.05,jiangxi
7,1671,3.22297645,1295.714,3.112509151,1246,1345,22.61,37.91,262.31,29.48,203.31,jiangxi
8,1516,3.180699201,1295.5515,3.112454681,1249,1344,22.48,37.81,121.01,29.74,232.43,jiangxi
9,1189,3.075181855,1273.147,3.104878551,1224.975,1325,18.2,35.86,107.72,25.99,163.24,jiangxi
10,818,2.912753304,1239.2405,3.093155598,1183,1294,11.41,33.19,59.77,20.77,138.44,jiangxi
11,459,2.661812686,1104.195,3.043045776,1050.975,1158,5.64,28.2,114.68,15.12,104.33,jiangxi
12,207,2.315970345,768.1995,2.88547402,718.975,816,-0.28,21.37,63.92,9.28,99.38,jiangxi
4,195,2.290034611,409.966,2.612747841,376,443,-6.3,26.83,21.22,9.11,234.74,jilin
5,516,2.712649702,619.676,2.792164676,583,655,1.67,32.7,88.29,16.08,238.67,jilin
6,822,2.914871818,687.179,2.837069879,653,721.025,8.86,32.57,97.67,20.21,224.5,jilin
7,1038,3.016197354,681.813,2.833665278,649,713,13.53,34.12,117.11,23.89,237.15,jilin
8,881,2.944975908,686.921,2.836906793,652.975,721.025,11.39,33.16,175.63,22.17,196.53,jilin
9,492,2.691965103,618.697,2.79147801,583,654.025,1.85,28.22,83.37,16.25,222.86,jilin
10,169,2.227886705,408.748,2.611455641,376,442.025,-6.56,24.51,26.34,7.47,223.19,jilin
4,246,2.390935107,440.6068,2.644051195,406,475.025,-2.14,27.08,26.15,11.47,257.35,liaoning
5,637,2.804139432,662.423,2.821135403,625,701,4.87,31.2,78.55,17.98,274.1,liaoning
6,870,2.939519253,723.02,2.859150311,687.975,760,11.93,32.7,70.1,22.05,243.03,liaoning
7,1032,3.013679697,731.1116,2.863983675,698,764,16.54,35.03,111.29,25.29,219.03,liaoning
8,898,2.953276337,722.7444,2.858984735,687,759,14.2,33.98,205.58,24.38,210.84,liaoning
9,528,2.722633923,662.062,2.820898662,625,700,6.28,29.65,51.46,19.15,223.42,liaoning
10,171,2.23299611,440.0322,2.643484458,405,474,-2.75,25.33,33.11,10.93,216.6,liaoning
4,190,2.278753601,608.548,2.784294839,567.975,649,-9.27,27.14,13.61,7.39,266.04,neimenggu
5,636,2.803457116,918.6475,2.963148897,874,963,-1.5,33.25,29.98,14.69,287.98,neimenggu
6,1253,3.097951071,1013.058,3.00563431,970,1056,5.98,33.5,54,19.57,267.32,neimenggu
7,1662,3.220631019,1006.2555,3.002708267,964,1045.025,10.78,34.81,88.06,22.58,259.82,neimenggu
8,1394,3.144262774,1013.078,3.005642884,969,1055,7.59,33.49,84.43,20.16,246.49,neimenggu
9,752,2.876217841,918.7615,2.963202788,872,965,-0.77,27.78,44.7,14,230.01,neimenggu
10,200,2.301029996,608.6515,2.784368697,566.975,651,-10.16,23.15,15.1,4.6,230.67,neimenggu
4,173,2.238046103,375.586,2.574709396,344,406,-2.43,29.82,13.91,13.11,265.71,ningxia
5,522,2.717670503,559.18,2.74755163,526,594,2.23,32.19,21.74,17.68,284.17,ningxia
6,857,2.932980822,627.374,2.797526516,596,659,9.73,34,35.67,22.28,271.7,ningxia
7,946,2.975891136,640.2505,2.806349926,612,669,13.73,36.66,49.58,24.49,279.67,ningxia
8,724,2.859738566,626.41,2.796858682,596,658,11.33,34.85,76.02,22.28,236.32,ningxia
9,400,2.602059991,558.245,2.746824842,524,592.025,4.82,28.9,35.98,16.85,219.44,ningxia
10,140,2.146128036,374.9545,2.57397857,343,407.025,-3.34,24.59,21.67,9.24,215.88,ningxia
4,160,2.204119983,724.1805,2.859846826,681.975,769,-9.91,18.6,20.94,3.45,233.15,qinghai
5,557,2.745855195,1089.014,3.037033463,1040,1138,-4.62,21.4,48.14,7.4,234.38,qinghai
6,1467,3.166430114,1222.177,3.087134107,1173,1269,-0.63,24.1,70.53,11.21,200.22,qinghai
7,2151,3.33264041,1208.1575,3.082123554,1165.975,1252,2.76,25.86,70.17,13.63,233.66,qinghai
8,1851,3.267406419,1222.3165,3.087183674,1176.975,1269,2.4,25.92,75.61,13.49,222.47,qinghai
9,942,2.974050903,1088.853,3.036969252,1039,1139,-1.79,21.62,55.42,9.11,187.41,qinghai
10,151,2.178976947,724.3015,2.859919385,679.975,769,-9.98,18.44,18.12,2.67,225.14,qinghai
3,265,2.423245874,919.915,2.9637477,870,970.025,-2.28,24.54,21.68,9.78,193.13,shaanxi
4,956,2.980457892,1362.808,3.134434674,1306.975,1422,3.66,31.18,52.38,15.75,217.21,shaanxi
5,1752,3.243534102,1479.7325,3.170183213,1425,1535,8.09,33.82,52.38,19.82,211.68,shaanxi
6,2037,3.308991029,1482.961,3.17112973,1431,1534,14.38,35.48,93.77,23.94,203.52,shaanxi
7,2099,3.322012439,1481.807,3.170791642,1427,1534,17.86,36.99,112.49,26.16,219.12,shaanxi
8,1781,3.250663919,1477.68,3.169580395,1423,1535,16.37,35.91,114.84,25.23,214.79,shaanxi
9,1102,3.042181595,1359.2085,3.133286082,1302,1415,11.08,31.21,92.63,19.78,147.59,shaanxi
10,489,2.689308859,916.888,2.962316289,867,970,3.27,25.18,63.94,13.11,127.34,shaanxi
3,123,2.089905111,332.672,2.522016249,303,362,-2.97,23.95,10.05,9.39,228.65,shandong
4,365,2.562292864,481.9485,2.683000633,449,515,2.74,29.47,39.1,14.83,232.5,shandong
5,643,2.808210973,560.798,2.748806456,527.975,595,9.37,33.69,44.78,20.7,254.53,shandong
6,817,2.912222057,597.283,2.776180154,568,628,15.28,35.92,78.18,25.09,239.34,shandong
7,876,2.942504106,602.0055,2.779600459,573,630,19.09,36.17,149.7,26.97,210.17,shandong
8,781,2.892651034,598.0305,2.776723334,568,630.025,17.55,34.69,189.77,26.32,205.48,shandong
9,553,2.742725131,560.6515,2.748692988,527.975,595,12.2,32.27,27.87,22.47,204.16,shandong
10,295,2.469822016,482.324,2.683338873,450,517,3.36,27.59,28.66,15.44,169.89,shandong
11,96,1.982271233,333.287,2.522818374,302,364,-4.12,21.53,33.16,8.35,137.38,shandong
4,363,2.559906625,528.3115,2.722890064,491,566,-1.33,31.51,32.82,13.62,234.14,shanxi
5,800,2.903089987,791.9905,2.898719972,752,833,4.83,34.8,30.82,19.37,252.08,shanxi
6,1093,3.038620162,914.7275,2.961291736,877.975,953,10.74,35.27,49.33,23.13,230.55,shanxi
7,1198,3.078456818,939.4945,2.972894242,906,973.025,14.83,36,107.31,24.67,225.05,shanxi
8,1039,3.016615548,915.5835,2.961697958,877.975,954,12.53,34.26,100.23,23.37,212.99,shanxi
9,662,2.820857989,792.8045,2.899166107,752,833,6.09,30.68,53.68,18,184.04,shanxi
10,257,2.409933123,529.088,2.723527912,492,566,-2.43,25.88,45.07,10.77,168.98,shanxi
3,757,2.87909588,2027.5975,3.306981747,1950,2102,-0.95,24.17,25.67,9.89,177.45,sichuan
4,2067,3.315340477,2946.9615,3.469374462,2862,3028.025,2.98,27.72,61.79,13.48,192.32,sichuan
5,3678,3.565611725,3282.6885,3.516229674,3199.975,3364,6.86,29.98,99.25,16.78,177.43,sichuan
6,4703,3.672374979,3313.0005,3.520221501,3230,3393,9.87,31.18,181.68,19.37,153.66,sichuan
7,5228,3.718335579,3290.5355,3.517266581,3211,3372,12.45,31.35,193.37,20.25,164.68,sichuan
8,4655,3.667919685,3312.042,3.520095835,3231.975,3392,12.02,32.12,158.92,20.55,186.98,sichuan
9,3048,3.484014963,3282.663,3.5162263,3194,3368.025,9.87,28.89,160.62,17.32,113.39,sichuan
10,1588,3.200850498,2945.6125,3.469175614,2857,3034,4.03,25.33,77.43,13.2,133.23,sichuan
11,705,2.848189117,2027.899,3.307046321,1949,2107,-1.24,21.56,17.69,8.56,153.65,sichuan
4,264,2.421603927,744.9155,2.872107011,698,790,1.33,30.23,8.49,15.54,256.72,xinjiang
5,908,2.958085849,1117.462,3.048232764,1068,1168,5.56,33.42,12.97,19.79,288.86,xinjiang
6,1743,3.241297387,1259.485,3.100193,1213,1308,11.27,36.67,17.07,24.77,284.06,xinjiang
7,2041,3.309843005,1270.7065,3.104045251,1228.975,1314,14.9,39.18,15.07,26.88,297.67,xinjiang
8,1606,3.205745541,1260.405,3.100510117,1212,1307,12.55,37.15,14.59,24.9,274.52,xinjiang
9,756,2.878521796,1117.8815,3.048395769,1067,1169,5.5,32.59,16.07,18.87,254.43,xinjiang
10,198,2.29666519,745.1445,2.8722405,698,791,-3.38,25.11,5.29,9.95,227.76,xinjiang
3,329,2.517195898,1218.4905,3.085822148,1158,1280.025,-10.58,16.79,17.07,2.16,213.36,xizang
4,846,2.927370363,1765.6625,3.246907693,1697.975,1832,-5.26,18.79,31.16,6,207.6,xizang
5,1730,3.238046103,1949.2235,3.289861639,1882,2019,-1.3,22.1,39.79,9.82,225,xizang
6,2843,3.45377686,1930.757,3.285727618,1868.975,1993,2.52,25.17,64.31,13.92,208.93,xizang
7,3501,3.544192111,1924.104,3.284228542,1863,1988.025,6.26,25.53,114.18,14.5,179.08,xizang
8,3225,3.508529719,1928.9585,3.285322884,1870,1990.025,5.83,25.26,93.9,14.39,197.95,xizang
9,1945,3.288919606,1948.4975,3.289699853,1878,2016.025,3.11,23.6,61.03,12.66,191.56,xizang
10,867,2.938019097,1764.068,3.246515322,1697,1831,-5.01,20.72,16.21,7.44,230.73,xizang
11,362,2.558708571,1218.2385,3.08573232,1155.975,1280,-9.71,15.62,4.13,2,225.12,xizang
2,820,2.913813852,2319.5425,3.365402334,2238,2407,1.12,23.13,12.73,10.84,215.77,yunnan
3,1679,3.225050696,3262.4405,3.5135426,3172,3356,3.89,26.34,23.43,14,242.49,yunnan
4,3244,3.511080846,3638.094,3.560873916,3546,3732,7.2,28.01,61.91,16.39,208.21,yunnan
5,4833,3.684216795,3673.744,3.56510889,3584,3762.025,10.21,29.81,75.21,19.18,211.53,yunnan
6,5507,3.740915076,3665.072,3.564082511,3575.975,3754,14.06,29.99,150.15,20.67,145.62,yunnan
7,5827,3.765445018,3684.936,3.566429949,3595,3770,15.1,29.15,274.49,20.08,108.89,yunnan
8,5481,3.738859802,3662.252,3.563748225,3574,3751.025,14.9,29.72,245.47,20.23,124.21,yunnan
9,4145,3.617524535,3673.2395,3.565049246,3581,3766.025,13.56,28.16,145.9,19.4,127.56,yunnan
10,2717,3.434089638,3637.736,3.560831178,3540.975,3733,8.49,26.55,96.87,16.65,164.46,yunnan
11,1608,3.206286044,3261.0605,3.513358856,3172,3356.025,3.65,23.82,31.79,12.93,212.88,yunnan
12,935,2.970811611,2317.883,3.36509151,2240,2403.025,0.1,20.96,14.95,9.85,211.19,yunnan
3,368,2.565847819,699.117,2.844549863,655,744,3.41,25.7,129.57,12.48,113.84,zhejiang
4,1084,3.035029282,1020.795,3.008938534,969,1070.025,7.62,29.96,122.88,17.31,139.81,zhejiang
5,1558,3.192567453,1123.6725,3.050639752,1075,1174.025,13.55,32.7,138.45,21.88,135.03,zhejiang
6,1513,3.179838928,1158.2345,3.063796497,1109,1207.025,17.94,35.71,242.46,24.97,98.95,zhejiang
7,1384,3.14113609,1153.821,3.062138439,1110,1199,22.47,37.54,167.82,28.43,183.9,zhejiang
8,1251,3.09725731,1157.598,3.063557768,1112,1205,22.57,37.35,215.23,29.02,207.93,zhejiang
9,1000,3,1123.9325,3.05074023,1076.975,1172,18.5,34.72,202.6,25.33,137.81,zhejiang
10,677,2.830588669,1022.018,3.009458545,973,1072,12.24,31.3,89.89,20.8,129.34,zhejiang
11,323,2.509202522,698.8115,2.844360043,654,742,6.6,27.29,98,15.95,88.47,zhejiang
2,374,2.572871602,1104.0705,3.042996806,1050,1162,-0.94,24.97,14.83,7.45,76.67,guizhou
3,831,2.919601024,1572.9875,3.196725271,1509,1639.025,3.21,27.76,45.47,11.97,96.31,guizhou
4,2018,3.304921162,1763.084,3.246273004,1701,1828,6.93,30.7,78.52,16.3,130.11,guizhou
5,2820,3.450249108,1791.3435,3.253178872,1728,1854,11.6,30.79,147.73,19.22,127.05,guizhou
6,2819,3.450095076,1803.7335,3.256172371,1744,1866,14.36,30.86,245.77,21.46,97.31,guizhou
7,2562,3.408579125,1818.127,3.259624216,1757,1879.025,16.68,31.67,171.79,22.82,150.78,guizhou
8,2304,3.362482475,1803.0385,3.256005,1743,1865.025,15.81,31.74,151.85,22.44,162.04,guizhou
9,1782,3.2509077,1789.9365,3.252837624,1725,1855,13.38,30.02,145.12,19.69,87.71,guizhou
10,1255,3.098643726,1760.722,3.245690791,1694.975,1828,6.85,27.08,87.08,15.49,82.75,guizhou
11,734,2.86569606,1570.555,3.19605315,1504.975,1638,3.17,24.49,22.85,11.62,98.16,guizhou
12,381,2.580924976,1102.402,3.042339992,1043,1161,-1.02,20.56,21.47,6.26,58.34,guizhou
